id,known_nt,cell_type,dataset
1735042035,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1735050696,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1735050861,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1735054428,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1735054607,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1735058800,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1735378183,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1735378225,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1735378236,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1735382530,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1735382574,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1735386920,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1735391275,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1735395504,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1735395524,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1764699151,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1764703552,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1765040222,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1765044577,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1765044896,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1765053669,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1765381455,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1765386030,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1765403303,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1765727039,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1765731259,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1766067809,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1766068129,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1766068147,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1766068153,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1766409090,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1766413024,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1766753982,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1766754285,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1766758683,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1766762919,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1795402166,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1795734015,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1795742734,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1796075454,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1796075469,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1796080038,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1796416505,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1796420624,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1796757192,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1796757522,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1796761826,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1796766157,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1797439276,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1797443721,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1797789401,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1797793830,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1826773575,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1826773768,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1826773830,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1827110060,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1827114589,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1827446803,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1827633289,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1858162227,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1858486077,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1858822939,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1859190013,acetylcholine,ORN_DA1,hemibrain:v1.2.1
5812995356,acetylcholine,ORN_DA1,hemibrain:v1.2.1
5812995402,acetylcholine,ORN_DA1,hemibrain:v1.2.1
5812995437,acetylcholine,ORN_DA1,hemibrain:v1.2.1
5812996079,acetylcholine,ORN_DA1,hemibrain:v1.2.1
5812996926,acetylcholine,ORN_DA1,hemibrain:v1.2.1
5812996943,acetylcholine,ORN_DA1,hemibrain:v1.2.1
5813020396,acetylcholine,ORN_DA1,hemibrain:v1.2.1
5813054729,acetylcholine,ORN_DA1,hemibrain:v1.2.1
5813083386,acetylcholine,ORN_DA1,hemibrain:v1.2.1
5813134848,acetylcholine,ORN_DA1,hemibrain:v1.2.1
5901204334,acetylcholine,ORN_DA1,hemibrain:v1.2.1
5901204564,acetylcholine,ORN_DA1,hemibrain:v1.2.1
5901210481,acetylcholine,ORN_DA1,hemibrain:v1.2.1
1669017843,acetylcholine,ORN_DA2,hemibrain:v1.2.1
1669358817,acetylcholine,ORN_DA2,hemibrain:v1.2.1
1669699714,acetylcholine,ORN_DA2,hemibrain:v1.2.1
1669946117,acetylcholine,ORN_DA2,hemibrain:v1.2.1
1670382036,acetylcholine,ORN_DA2,hemibrain:v1.2.1
1670386270,acetylcholine,ORN_DA2,hemibrain:v1.2.1
1670390647,acetylcholine,ORN_DA2,hemibrain:v1.2.1
1671659809,acetylcholine,ORN_DA2,hemibrain:v1.2.1
1700393451,acetylcholine,ORN_DA2,hemibrain:v1.2.1
1701675592,acetylcholine,ORN_DA2,hemibrain:v1.2.1
1701757711,acetylcholine,ORN_DA2,hemibrain:v1.2.1
1702107389,acetylcholine,ORN_DA2,hemibrain:v1.2.1
1702802179,acetylcholine,ORN_DA2,hemibrain:v1.2.1
1732792926,acetylcholine,ORN_DA2,hemibrain:v1.2.1
1732797061,acetylcholine,ORN_DA2,hemibrain:v1.2.1
1733491818,acetylcholine,ORN_DA2,hemibrain:v1.2.1
1733833296,acetylcholine,ORN_DA2,hemibrain:v1.2.1
1796818061,acetylcholine,ORN_DA2,hemibrain:v1.2.1
1796822470,acetylcholine,ORN_DA2,hemibrain:v1.2.1
1826929327,acetylcholine,ORN_DA2,hemibrain:v1.2.1
5812994702,acetylcholine,ORN_DA2,hemibrain:v1.2.1
5813040847,acetylcholine,ORN_DA2,hemibrain:v1.2.1
5901198995,acetylcholine,ORN_DA2,hemibrain:v1.2.1
5901202409,acetylcholine,ORN_DA2,hemibrain:v1.2.1
1703683060,acetylcholine,ORN_DA3,hemibrain:v1.2.1
1670972802,acetylcholine,ORN_DA3,hemibrain:v1.2.1
1672311674,acetylcholine,ORN_DA3,hemibrain:v1.2.1
1701960169,acetylcholine,ORN_DA3,hemibrain:v1.2.1
1702811119,acetylcholine,ORN_DA3,hemibrain:v1.2.1
1703147500,acetylcholine,ORN_DA3,hemibrain:v1.2.1
1703151910,acetylcholine,ORN_DA3,hemibrain:v1.2.1
1703342127,acetylcholine,ORN_DA3,hemibrain:v1.2.1
1703683329,acetylcholine,ORN_DA3,hemibrain:v1.2.1
1703683340,acetylcholine,ORN_DA3,hemibrain:v1.2.1
1733850183,acetylcholine,ORN_DA3,hemibrain:v1.2.1
1734182300,acetylcholine,ORN_DA3,hemibrain:v1.2.1
1734713656,acetylcholine,ORN_DA3,hemibrain:v1.2.1
1734713691,acetylcholine,ORN_DA3,hemibrain:v1.2.1
1734717736,acetylcholine,ORN_DA3,hemibrain:v1.2.1
1828163670,acetylcholine,ORN_DA4l,hemibrain:v1.2.1
1858857291,acetylcholine,ORN_DA4l,hemibrain:v1.2.1
1828163812,acetylcholine,ORN_DA4l,hemibrain:v1.2.1
1828163960,acetylcholine,ORN_DA4l,hemibrain:v1.2.1
1828168162,acetylcholine,ORN_DA4l,hemibrain:v1.2.1
1858857279,acetylcholine,ORN_DA4l,hemibrain:v1.2.1
1669699683,acetylcholine,ORN_DA4m,hemibrain:v1.2.1
1669018043,acetylcholine,ORN_DA4m,hemibrain:v1.2.1
1669018125,acetylcholine,ORN_DA4m,hemibrain:v1.2.1
1670045712,acetylcholine,ORN_DA4m,hemibrain:v1.2.1
1670386039,acetylcholine,ORN_DA4m,hemibrain:v1.2.1
1671288363,acetylcholine,ORN_DA4m,hemibrain:v1.2.1
1701424950,acetylcholine,ORN_DA4m,hemibrain:v1.2.1
1605198915,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1605864501,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1636225564,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1636225622,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1636229688,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1636229755,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1636238971,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1636899236,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1666928084,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1667260236,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1667260271,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1667933640,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1667933908,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1668611764,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1669018304,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1669704840,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1670045635,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1670381907,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1700052335,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1732455860,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1732719013,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1733387903,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1764168474,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1764764305,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1765101135,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1765101274,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1765105564,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1765109775,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1765446721,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1794543004,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1795091692,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1795100335,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1795777790,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1795786203,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1827481734,acetylcholine,ORN_DC1,hemibrain:v1.2.1
5812996083,acetylcholine,ORN_DC1,hemibrain:v1.2.1
1605199651,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1636225502,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1636233881,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1637239858,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1637239941,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1637239975,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1637240364,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1667255933,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1667264461,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1667277506,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1668616407,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1669622057,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1669967018,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1670640429,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1699711025,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1699711114,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1732451638,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1765104972,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1796481518,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1827516518,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1827516566,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1827861908,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1858896269,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1919589289,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1919934500,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1920629312,acetylcholine,ORN_DC2,hemibrain:v1.2.1
1920595031,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1766443374,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1797478034,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1797814929,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1797814956,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1797815029,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1797815065,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1828841178,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1828845647,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1828845666,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1858171515,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1858512256,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1858517007,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1858857698,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1858857867,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1858857875,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1859194620,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1859880427,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1859880766,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1860225715,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1889201905,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1889202081,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1889205779,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1889206087,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1889206117,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1889206157,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1889210507,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1889547160,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1889556189,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1889883640,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1889883843,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1889892278,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1889892543,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1890233501,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1890574706,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1919904032,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1920586193,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1920590263,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1920590422,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1950943744,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1950948074,acetylcholine,ORN_DC3,hemibrain:v1.2.1
2046090071,acetylcholine,ORN_DC3,hemibrain:v1.2.1
5813046199,acetylcholine,ORN_DC3,hemibrain:v1.2.1
1635893554,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1638315078,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1666923720,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1666936597,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1667592575,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1669272579,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1669726032,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1670282465,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1670623676,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1697280847,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1699711405,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1699715276,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1699719901,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1699962188,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1700635321,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1700639697,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1700639720,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1700652037,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1700980593,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1700980626,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1700980659,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1700980693,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1700980727,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1702021357,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1731312117,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1731640090,acetylcholine,ORN_DC4,hemibrain:v1.2.1
5812993881,acetylcholine,ORN_DC4,hemibrain:v1.2.1
5812995195,acetylcholine,ORN_DC4,hemibrain:v1.2.1
5812996810,acetylcholine,ORN_DC4,hemibrain:v1.2.1
1700613707,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1637231631,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1639230478,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1668258376,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1669919865,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670247742,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670252047,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670252082,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670252091,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670252125,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670256057,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670256074,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670256121,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670256123,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670256170,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670256200,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670256208,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670256226,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670256275,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670256285,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670256369,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670256374,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670256379,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670584497,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670588784,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670588790,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670593041,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670593195,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670593240,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670597202,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1670597359,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1699961833,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1699961883,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1699961956,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1699962012,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1699962040,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1699962056,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700294219,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700298673,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700596143,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700604830,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700604898,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700604950,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700604978,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700609155,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700609238,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700609292,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700609325,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700613376,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700613391,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700613524,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700613531,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700613639,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700617897,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700932816,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700932879,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700941352,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700941431,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700941475,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700941629,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700941902,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700946085,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1700946302,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1701273869,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1701277993,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1701278023,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1701282729,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1701286638,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1701287251,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1701614773,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1701614779,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1701614885,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1701614980,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1701614996,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1701628254,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1701628317,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1701960292,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1731626597,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1731626686,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1763693549,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1795056456,acetylcholine,ORN_DL1,hemibrain:v1.2.1
5812995347,acetylcholine,ORN_DL1,hemibrain:v1.2.1
5813132919,acetylcholine,ORN_DL1,hemibrain:v1.2.1
1635888647,acetylcholine,ORN_DL2d,hemibrain:v1.2.1
1669915315,acetylcholine,ORN_DL2d,hemibrain:v1.2.1
1699957886,acetylcholine,ORN_DL2d,hemibrain:v1.2.1
1700596168,acetylcholine,ORN_DL2d,hemibrain:v1.2.1
1700635521,acetylcholine,ORN_DL2d,hemibrain:v1.2.1
1700937308,acetylcholine,ORN_DL2d,hemibrain:v1.2.1
1731298838,acetylcholine,ORN_DL2d,hemibrain:v1.2.1
1731307775,acetylcholine,ORN_DL2d,hemibrain:v1.2.1
1731631051,acetylcholine,ORN_DL2d,hemibrain:v1.2.1
1731631097,acetylcholine,ORN_DL2d,hemibrain:v1.2.1
1793014297,acetylcholine,ORN_DL2d,hemibrain:v1.2.1
1793014384,acetylcholine,ORN_DL2d,hemibrain:v1.2.1
1793351123,acetylcholine,ORN_DL2d,hemibrain:v1.2.1
1794374434,acetylcholine,ORN_DL2d,hemibrain:v1.2.1
5813047527,acetylcholine,ORN_DL2d,hemibrain:v1.2.1
1668943729,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1669919662,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1669928802,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1700298962,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1700600598,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1700605059,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1700605075,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1731290073,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1731294438,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1731303224,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1731303242,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1731626687,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1731626696,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1731631162,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1731631196,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1762657390,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1762661722,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1793010051,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1793692357,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1793696526,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1794711172,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
5812995297,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
5813039011,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
5901204684,acetylcholine,ORN_DL2v,hemibrain:v1.2.1
1606205114,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1671603328,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1671944099,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1575170548,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1605190412,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1605864107,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1605864206,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1605864211,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1605864308,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1605864432,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1609874147,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1609878729,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1609878899,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1609878900,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1609883139,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1609883285,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1610219941,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1610224198,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1637983203,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1639921179,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1639943177,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1640568208,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1640568218,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1640568272,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1640572862,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1640572939,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1640577143,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1640581107,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1640909365,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1640913594,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1640922302,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1640922390,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1640926761,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1641250106,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1641250297,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1641250391,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1641250455,acetylcholine,ORN_DL3,hemibrain:v1.2.1
1641254353,acetylcholine,ORN_DL3,hemibrain:v1.2.1
