cell_type,cell_type_nt,cell_type_confidence,known_nt,known_nt_source,ito_lee_hemilineage,hartenstein_hemilineage,morphology_group,flow,cell_class,cell_sub_class,acetylcholine_fafb_n,acetylcholine_cell_type_fafb_confidence_sum,glutamate_fafb_n,glutamate_cell_type_fafb_confidence_sum,serotonin_fafb_n,dopamine_fafb_n,serotonin_cell_type_fafb_confidence_sum,dopamine_cell_type_fafb_confidence_sum,gaba_fafb_n,gaba_cell_type_fafb_confidence_sum,octopamine_fafb_n,octopamine_cell_type_fafb_confidence_sum,hemibrain_type,hemibrain_type_nt,hemibrain_type_confidence,acetylcholine_hemibrain_n,acetylcholine_cell_type_hemibrain_confidence_sum,glutamate_hemibrain_n,glutamate_cell_type_hemibrain_confidence_sum,dopamine_hemibrain_n,dopamine_cell_type_hemibrain_confidence_sum,serotonin_hemibrain_n,serotonin_cell_type_hemibrain_confidence_sum,gaba_hemibrain_n,gaba_cell_type_hemibrain_confidence_sum,octopamine_hemibrain_n,octopamine_cell_type_hemibrain_confidence_sum
CB1621,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__1,intrinsic,NA,NA,NA,NA,2,1.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1679,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__2,intrinsic,NA,NA,NA,NA,6,3.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1837,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__1,intrinsic,NA,NA,NA,NA,5,2.714,NA,NA,NA,NA,NA,NA,NA,NA,SIP011,glutamate,0.72,NA,NA,4,0.6347,NA,NA,NA,NA,NA,NA,NA,NA
CB1946,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__0,intrinsic,NA,NA,NA,NA,3,1.6869999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1972,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__1,intrinsic,NA,NA,NA,NA,4,2.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2230,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__1,intrinsic,NA,NA,NA,NA,4,2.542,NA,NA,NA,NA,NA,NA,NA,NA,SIP011,glutamate,0.72,NA,NA,4,0.6347,NA,NA,NA,NA,NA,NA,NA,NA
CB2262,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__1,intrinsic,NA,NA,NA,NA,4,2.385,NA,NA,NA,NA,NA,NA,NA,NA,SIP012,glutamate,0.72,NA,NA,2,0.6025,NA,NA,NA,NA,NA,NA,NA,NA
CB2363,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__2,intrinsic,NA,NA,NA,NA,2,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2399,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__1,intrinsic,NA,NA,NA,NA,9,5.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2492,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__1,intrinsic,NA,NA,NA,NA,3,2.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2577,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__1,intrinsic,NA,NA,NA,NA,3,1.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2662,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__1,intrinsic,NA,NA,NA,NA,2,1.093,NA,NA,NA,NA,NA,NA,NA,NA,SIP011,glutamate,0.72,NA,NA,4,0.6347,NA,NA,NA,NA,NA,NA,NA,NA
CB2716,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__2,intrinsic,NA,NA,NA,NA,1,0.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2999,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__1,intrinsic,NA,NA,NA,NA,2,1.1070000000000002,NA,NA,NA,NA,NA,NA,NA,NA,SIP012,glutamate,0.72,NA,NA,2,0.6025,NA,NA,NA,NA,NA,NA,NA,NA
CB3249,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__0,intrinsic,NA,NA,NA,NA,2,1.1019999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3360,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__0,intrinsic,NA,NA,NA,NA,4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3408,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,NA,intrinsic,NA,NA,NA,NA,2,1.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3410,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__2,intrinsic,NA,NA,NA,NA,2,1.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3428,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__2,intrinsic,NA,NA,NA,NA,1,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL018a,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__0,intrinsic,NA,NA,NA,NA,4,2.461,NA,NA,NA,NA,NA,NA,NA,NA,CL018,glutamate,0.72,NA,NA,4,0.6551,NA,NA,NA,NA,NA,NA,NA,NA
CL018b,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__0,intrinsic,NA,NA,NA,NA,4,2.694,NA,NA,NA,NA,NA,NA,NA,NA,CL018,glutamate,0.72,NA,NA,4,0.6551,NA,NA,NA,NA,NA,NA,NA,NA
CL024a,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__3,intrinsic,NA,NA,NA,NA,4,2.648,NA,NA,NA,NA,NA,NA,NA,NA,CL024,glutamate,0.72,NA,NA,6,0.6633,NA,NA,NA,NA,NA,NA,NA,NA
CL024b,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__3,intrinsic,NA,NA,NA,NA,6,3.695,NA,NA,NA,NA,NA,NA,NA,NA,CL024,glutamate,0.72,NA,NA,6,0.6633,NA,NA,NA,NA,NA,NA,NA,NA
LHAV6c1a,glutamate,0.75,glutamate,"Dolan et al., 2019",SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__1,intrinsic,NA,NA,NA,NA,4,2.251,NA,NA,NA,NA,NA,NA,NA,NA,LHAV6c1,glutamate,0.72,NA,NA,4,0.5196000000000001,NA,NA,NA,NA,NA,NA,NA,NA
LHAV6c1b,glutamate,0.75,glutamate,"Dolan et al., 2019",SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__1,intrinsic,NA,NA,NA,NA,3,1.6320000000000001,NA,NA,NA,NA,NA,NA,NA,NA,LHAV6c1,glutamate,0.72,NA,NA,4,0.5196000000000001,NA,NA,NA,NA,NA,NA,NA,NA
SIP006,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,NA,intrinsic,NA,NA,NA,NA,3,1.5739999999999998,NA,NA,NA,NA,NA,NA,NA,NA,SIP006,glutamate,0.72,NA,NA,1,0.62,NA,NA,NA,NA,NA,NA,NA,NA
SIP013a,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__1,intrinsic,NA,NA,NA,NA,3,1.904,NA,NA,NA,NA,NA,NA,NA,NA,SIP013,glutamate,0.72,NA,NA,4,0.6142,NA,NA,NA,NA,NA,NA,NA,NA
SIP013b,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__1,intrinsic,NA,NA,NA,NA,4,2.447,NA,NA,NA,NA,NA,NA,NA,NA,SIP013,glutamate,0.72,NA,NA,4,0.6142,NA,NA,NA,NA,NA,NA,NA,NA
SIPa1_ventral_23,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__2,intrinsic,NA,NA,NA,NA,1,0.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SIPa1_ventral_47,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__2,intrinsic,NA,NA,NA,NA,1,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SLP098,SLP133",glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,NA,intrinsic,NA,NA,NA,NA,4,1.79,NA,NA,NA,NA,NA,NA,NA,NA,SLP098|SLP133,glutamate,0.72,NA,NA,2,0.508,NA,NA,NA,NA,NA,NA,NA,NA
SLP101,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,NA,intrinsic,NA,NA,NA,NA,4,2.1710000000000003,NA,NA,NA,NA,NA,NA,NA,NA,SLP101,glutamate,0.72,NA,NA,2,0.49950000000000006,NA,NA,NA,NA,NA,NA,NA,NA
SLP102,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__2,intrinsic,NA,NA,NA,NA,9,5.641,NA,NA,NA,NA,NA,NA,NA,NA,SLP102,glutamate,0.72,NA,NA,4,0.5221,NA,NA,NA,NA,NA,NA,NA,NA
SLP103,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__2,intrinsic,NA,NA,NA,NA,6,3.757,NA,NA,NA,NA,NA,NA,NA,NA,SLP103,glutamate,0.72,NA,NA,3,0.5486,NA,NA,NA,NA,NA,NA,NA,NA
"SLP104,SLP205",glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__2,intrinsic,NA,NA,NA,NA,6,3.7520000000000002,NA,NA,NA,NA,NA,NA,NA,NA,SLP104|SLP205,glutamate,0.72,NA,NA,4,0.551,NA,NA,NA,NA,NA,NA,NA,NA
SLP106,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,NA,intrinsic,NA,NA,NA,NA,4,2.354,NA,NA,NA,NA,NA,NA,NA,NA,SLP106,glutamate,0.72,NA,NA,2,0.492,NA,NA,NA,NA,NA,NA,NA,NA
SLP134,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,NA,intrinsic,NA,NA,NA,NA,2,1.196,NA,NA,NA,NA,NA,NA,NA,NA,SLP134,glutamate,0.72,NA,NA,1,0.563,NA,NA,NA,NA,NA,NA,NA,NA
SLP136,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,NA,intrinsic,NA,NA,NA,NA,2,1.197,NA,NA,NA,NA,NA,NA,NA,NA,SLP136,glutamate,0.72,NA,NA,1,0.645,NA,NA,NA,NA,NA,NA,NA,NA
SLP202,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,NA,intrinsic,NA,NA,NA,NA,2,1.295,NA,NA,NA,NA,NA,NA,NA,NA,SLP202,glutamate,0.72,NA,NA,1,0.498,NA,NA,NA,NA,NA,NA,NA,NA
SMP022a,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__0,intrinsic,NA,NA,NA,NA,3,1.621,NA,NA,NA,NA,NA,NA,NA,NA,SMP022,glutamate,0.72,NA,NA,3,0.6617,NA,NA,NA,NA,NA,NA,NA,NA
SMP022b,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__0,intrinsic,NA,NA,NA,NA,4,2.207,NA,NA,NA,NA,NA,NA,NA,NA,SMP022,glutamate,0.72,NA,NA,3,0.6617,NA,NA,NA,NA,NA,NA,NA,NA
SMP025a,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__2,intrinsic,NA,NA,NA,NA,8,4.915,NA,NA,NA,NA,NA,NA,NA,NA,SMP025,glutamate,0.72,NA,NA,5,0.5478,NA,NA,NA,NA,NA,NA,NA,NA
SMP025b,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__2,intrinsic,NA,NA,NA,NA,3,2.0587999999999997,NA,NA,NA,NA,NA,NA,NA,NA,SMP025,glutamate,0.72,NA,NA,5,0.5478,NA,NA,NA,NA,NA,NA,NA,NA
SMP025c,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,SIPa1_ventral__2,intrinsic,NA,NA,NA,NA,2,1.207,NA,NA,NA,NA,NA,NA,NA,NA,SMP025,glutamate,0.72,NA,NA,5,0.5478,NA,NA,NA,NA,NA,NA,NA,NA
SMP034,glutamate,0.75,NA,NA,SIPa1_ventral,BLAd2_ventral,NA,intrinsic,NA,NA,NA,NA,3,1.9180000000000001,NA,NA,NA,NA,NA,NA,NA,NA,SMP034,glutamate,0.72,NA,NA,2,0.594,NA,NA,NA,NA,NA,NA,NA,NA
CB.FB6C3,gaba,0.555,NA,NA,SIPp1,DPMpl2,NA,intrinsic,CX,tangential,NA,NA,1,0.318,NA,NA,NA,NA,1,0.504,NA,NA,FB6Q,glutamate,0.72,NA,NA,2,0.6365000000000001,NA,NA,NA,NA,NA,NA,NA,NA
CB.FB5C0,glutamate,0.2157,NA,NA,SIPp1,DPMpl2,SIPp1__0,intrinsic,CX,tangential,NA,NA,2,0.835,NA,NA,NA,NA,1,0.504,NA,NA,FB5B|FB6R,glutamate,0.72,NA,NA,9,0.6596,NA,NA,NA,NA,NA,NA,NA,NA
CB.FB6C0,glutamate,0.75,NA,NA,SIPp1,DPMpl2,NA,intrinsic,CX,tangential,NA,NA,3,1.5590000000000002,NA,NA,NA,NA,NA,NA,NA,NA,FB6T|FB7F|FB8F,glutamate,0.72,NA,NA,22,0.5502,NA,NA,NA,NA,NA,NA,NA,NA
CB.FB6C1,glutamate,0.75,NA,NA,SIPp1,DPMpl2,NA,intrinsic,CX,tangential,NA,NA,3,1.2810000000000001,NA,NA,NA,NA,NA,NA,NA,NA,FB6T|FB7F|FB8F,glutamate,0.72,NA,NA,22,0.5502,NA,NA,NA,NA,NA,NA,NA,NA
CB.FB6C2,glutamate,0.75,NA,NA,SIPp1,DPMpl2,NA,intrinsic,CX,tangential,NA,NA,4,1.755,NA,NA,NA,NA,NA,NA,NA,NA,FB6R,glutamate,0.72,NA,NA,3,0.6663,NA,NA,NA,NA,NA,NA,NA,NA
CB.FB6C4,glutamate,0.75,NA,NA,SIPp1,DPMpl2,SIPp1__0,intrinsic,CX,tangential,NA,NA,7,3.427,NA,NA,NA,NA,NA,NA,NA,NA,FB6S|FB7F|FB8F,glutamate,0.72,NA,NA,24,0.551,NA,NA,NA,NA,NA,NA,NA,NA
CB.FB7C0,glutamate,0.75,NA,NA,SIPp1,DPMpl2,SIPp1__0,intrinsic,CX,tangential,NA,NA,5,2.625,NA,NA,NA,NA,NA,NA,NA,NA,FB7F|FB8F|FB8D,glutamate,0.72,NA,NA,20,0.533,NA,NA,NA,NA,NA,NA,NA,NA
CB.FB8C0,glutamate,0.6,NA,NA,SIPp1,DPMpl2,SIPp1__0,intrinsic,CX,tangential,NA,NA,4,1.7730000000000001,NA,NA,NA,NA,NA,NA,NA,NA,FB7F|FB8F,glutamate,0.72,NA,NA,18,0.5361,NA,NA,NA,NA,NA,NA,NA,NA
CB.FB8C1,glutamate,0.75,NA,NA,SIPp1,DPMpl2,SIPp1__0,intrinsic,CX,tangential,NA,NA,5,2.467,NA,NA,NA,NA,NA,NA,NA,NA,FB7F|FB8F,glutamate,0.72,NA,NA,18,0.5361,NA,NA,NA,NA,NA,NA,NA,NA
CB.FB8C2,glutamate,0.75,NA,NA,SIPp1,DPMpl2,SIPp1__0,intrinsic,CX,tangential,NA,NA,8,4.487,NA,NA,NA,NA,NA,NA,NA,NA,FB7F|FB8F,glutamate,0.72,NA,NA,18,0.5361,NA,NA,NA,NA,NA,NA,NA,NA
CB.FB8C3,glutamate,0.75,NA,NA,SIPp1,DPMpl2,NA,intrinsic,CX,tangential,NA,NA,3,1.519,NA,NA,NA,NA,NA,NA,NA,NA,FB8D,glutamate,0.72,NA,NA,2,0.501,NA,NA,NA,NA,NA,NA,NA,NA
CB.FB9C0,glutamate,0.75,NA,NA,SIPp1,DPMpl2,SIPp1__0,intrinsic,CX,tangential,NA,NA,14,7.082,NA,NA,NA,NA,NA,NA,NA,NA,FB9A|FB9C,glutamate,0.72,NA,NA,12,0.3943,NA,NA,NA,NA,NA,NA,NA,NA
SIP065,glutamate,0.75,NA,NA,SIPp1,DPMpl2,NA,intrinsic,NA,NA,NA,NA,2,1.249,NA,NA,NA,NA,NA,NA,NA,NA,SIP065,glutamate,0.72,NA,NA,2,0.634,NA,NA,NA,NA,NA,NA,NA,NA
SIP066,glutamate,0.75,NA,NA,SIPp1,DPMpl2,NA,intrinsic,NA,NA,NA,NA,4,2.6799999999999997,NA,NA,NA,NA,NA,NA,NA,NA,SIP066,glutamate,0.72,NA,NA,4,0.6639,NA,NA,NA,NA,NA,NA,NA,NA
SMP541,glutamate,0.75,NA,NA,SIPp1,DPMpl2,NA,intrinsic,NA,NA,NA,NA,2,0.976,NA,NA,NA,NA,NA,NA,NA,NA,SMP541,glutamate,0.72,NA,NA,2,0.6054999999999999,NA,NA,NA,NA,NA,NA,NA,NA
AVLP210,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,2,1.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AVLP210,acetylcholine,0.94,1,0.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVLP211,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,2,1.6789999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AVLP211,acetylcholine,0.94,1,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVLP212,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,2,1.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AVLP212,acetylcholine,0.94,1,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVLP214,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,2,1.7149999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AVLP214,acetylcholine,0.94,1,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL067,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,2,1.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL067,acetylcholine,0.94,1,0.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL069,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,2,1.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL069,acetylcholine,0.94,1,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL070a,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,2,1.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL070,acetylcholine,0.94,2,0.7875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL070b,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,2,1.6560000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL070,acetylcholine,0.94,2,0.7875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL071a,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,SLPa&l1_anterior__1,intrinsic,NA,NA,2,1.7189999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL071,acetylcholine,0.94,4,0.8464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL071b,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,SLPa&l1_anterior__1,intrinsic,NA,NA,6,5.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL071,acetylcholine,0.94,4,0.8464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL072,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,2,1.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL072,acetylcholine,0.94,1,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL073,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,2,1.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL073,acetylcholine,0.94,1,0.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL074,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,4,3.6510000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL074,acetylcholine,0.94,2,0.7685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL075a,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,2,1.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL075,acetylcholine,0.94,2,0.8125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL075b,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,2,1.4689999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL075,acetylcholine,0.94,2,0.8125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL077,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,3,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL077,acetylcholine,0.94,2,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL078a,acetylcholine,0.83,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,1,0.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL078,acetylcholine,0.94,2,0.7665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL078b,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,2,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL078,acetylcholine,0.94,2,0.7665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL081,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,2,1.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL081,acetylcholine,0.94,1,0.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL083,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,4,3.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL083,acetylcholine,0.94,2,0.7969999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CL086_a,CL086_d",acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,SLPa&l1_anterior__0,intrinsic,NA,NA,10,8.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL086_b,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,SLPa&l1_anterior__0,intrinsic,NA,NA,6,5.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL086_c,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,SLPa&l1_anterior__0,intrinsic,NA,NA,8,5.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL086_e,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,SLPa&l1_anterior__0,intrinsic,NA,NA,8,5.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL089_a,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,SLPa&l1_anterior__0,intrinsic,NA,NA,5,3.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL089_b,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,SLPa&l1_anterior__0,intrinsic,NA,NA,8,6.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL089_c,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,SLPa&l1_anterior__0,intrinsic,NA,NA,5,3.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL090_a,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,SLPa&l1_anterior__0,intrinsic,NA,NA,5,4.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL090_b,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,NA,intrinsic,NA,NA,4,3.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL090_c,acetylcholine,0.98,NA,NA,SLPa&l1_anterior,BLAvm_medial,SLPa&l1_anterior__0,intrinsic,NA,NA,12,10.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
